key	ctn	file_new	file_orig	invasion_spectral	invasion_veena	k14_mean	k14_sum	k14_sum_center	k14_sum_edge	k14_veena	orgnum	size_area	size_frac	size_perimeter
CTN002_Tumor_Day6_01	CTN002	CTN002_Day6_01.tif	CTN002_Day6_B1-018_AB01_01.zvi.tif	3.245628029127665	3	0.5142550936680835	0.10861978725207662	0.10127785945901305	0.007341927793063579	3	01	302623.91805908835	0.211217717801	0.0314183385059
CTN002_Tumor_Day6_02	CTN002	CTN002_Day6_02.tif	CTN002_Day6_B1-018_AB01_02.zvi.tif	0.3477842374806983	2	0.42392797161252155	0.0210621883978597	0.019430018016960718	0.0016321703808989789	2	02	71208.11594609203	0.0496834127688	0.00749140988694
CTN002_Tumor_Day6_03	CTN002	CTN002_Day6_03.tif	CTN002_Day6_B1-018_AB01_03.zvi.tif	1.0220141458360543	2	0.5464420365467927	0.05642338064687192	0.05166686770030557	0.004756512946566345	3	03	148031.2957685824	0.103255929949	0.0154982265573
CTN002_Tumor_Day6_04	CTN002	CTN002_Day6_04.tif	CTN002_Day6_B1-018_AB01_04.zvi.tif	0.0917849911875534	0	0.5428822719329714	0.00573487846701527	0.004688813510329869	0.0010460649566854008	3	04	15023.885957816645	0.0105637608069	0.0029497339836
CTN002_Tumor_Day6_05	CTN002	CTN002_Day6_05.tif	CTN002_Day6_B1-018_AB01_05.zvi.tif	0.12710075770403875	0	0.47600007038412134	0.011023527455761732	0.009836296134503458	0.001187231321258275	2	05	33099.91360447368	0.0231586677012	0.00456176568388
CTN002_Tumor_Day6_06	CTN002	CTN002_Day6_06.tif	CTN002_Day6_B1-018_AB01_06.zvi.tif	2.8711043646224232	2	0.35307172913496765	0.031724651288136625	0.026794773994723138	0.004929877293413486	3	06	128612.4463466802	0.089853275327	0.0165934659721
CTN002_Tumor_Day6_07	CTN002	CTN002_Day6_07.tif	CTN002_Day6_B1-018_AB01_07.zvi.tif	0.35814496878538776	1	0.6197567733685501	0.03658338984008589	0.0343735710311613	0.0022098188089245898	2	07	84685.80606957326	0.0590286244735	0.00825205054312
CTN002_Tumor_Day6_08	CTN002	CTN002_Day6_08.tif	CTN002_Day6_B1-018_AB01_08.zvi.tif	0.7867004710345917	1	0.3819616914797183	0.0075494271084625385	0.006461848705343365	0.0010875784031191727	2	08	28158.985649857816	0.0197648802926	0.00534665262691
CTN002_Tumor_Day6_09	CTN002	CTN002_Day6_09.tif	CTN002_Day6_B1-018_AB01_09.zvi.tif	4.060553288831728	3	0.4342503233663334	0.11415315666279813	0.10548231229978136	0.008670844363016765	3	09	376650.17627461883	0.262874085569	0.0399017679007
CTN002_Tumor_Day6_10	CTN002	CTN002_Day6_10.tif	CTN002_Day6_B1-018_AB01_10.zvi.tif	0.2076031108285067	0	0.6351803241367834	0.04987471529290058	0.04598391296221437	0.0038908023306862094	2	10	112775.7123744543	0.0785205608513	0.00872935601862
CTN002_Tumor_Day6_11	CTN002	CTN002_Day6_11.tif	CTN002_Day6_B1-018_AB01_11.zvi.tif	0.8336076818317335	0	0.5928883719168425	0.03423015254649854	0.029663233338114672	0.004566919208383863	2	11	82593.87611690897	0.0577345655065	0.0104924074485
CTN002_Tumor_Day6_12	CTN002	CTN002_Day6_12.tif	CTN002_Day6_B1-018_AB01_12.zvi.tif	1.4424294284407868	3	0.39368858343934604	0.034351750731327776	0.031152091184511933	0.0031996595468158444	2	12	124900.75736295272	0.0872561516294	0.0139069773886
CTN002_Tumor_Day6_13	CTN002	CTN002_Day6_13.tif	CTN002_Day6_B3-017_AB03_01.zvi.tif	0.6506356325448731	1	0.43547346968568207	0.015316326430816174	0.013154443278087116	0.002161883152729059	2	13	50239.925618336594	0.0351716637109	0.00764727887386
CTN002_Tumor_Day6_14	CTN002	CTN002_Day6_14.tif	CTN002_Day6_B3-017_AB03_02.zvi.tif	0.5269371619090338	0	0.383607943832433	0.04098369562855069	0.0381264289688387	0.0028572666597119893	2	14	153466.55367125047	0.106837452893	0.0119839004655
CTN002_Tumor_Day6_15	CTN002	CTN002_Day6_15.tif	CTN002_Day6_B3-017_AB03_03.zvi.tif	0.3343769221732941	0	0.3902435087388255	0.03303628439848562	0.031120056202485428	0.0019162281960001912	2	15	121472.04779576896	0.0846555641765	0.0100102527156
CTN002_Tumor_Day6_16	CTN002	CTN002_Day6_16.tif	CTN002_Day6_B3-017_AB03_04.zvi.tif	0.30970816266958523	0	0.4597434356547871	0.06144615993149643	0.05878151609790447	0.0026646438335919606	2	16	192090.55935816822	0.133653153403	0.0124411161605
CTN002_Tumor_Day6_17	CTN002	CTN002_Day6_17.tif	CTN002_Day6_B3-017_AB03_05.zvi.tif	0.6531277233146209	1	0.47055780878176834	0.03814904525321545	0.03510618922807429	0.0030428560251411583	2	17	116445.66735109505	0.0810719629794	0.0107847483928
CTN002_Tumor_Day6_18	CTN002	CTN002_Day6_18.tif	CTN002_Day6_B3-017_AB03_06.zvi.tif	0.13980373286746012	0	0.47884039052514205	0.0035875213530324568	0.003015159566375874	0.0005723617866565824	2	18	10599.884125265206	0.007492102638	0.00250983706495
CTN002_Tumor_Day6_19	CTN002	CTN002_Day6_19.tif	CTN002_Day6_B3-017_AB03_07.zvi.tif	0.6211542803726592	1	0.5986678910913436	0.031958510460269235	0.028285525360665215	0.003672985099604018	2	19	76488.36971141653	0.0533827033917	0.00883119042341
CTN002_Tumor_Day6_20	CTN002	CTN002_Day6_20.tif	CTN002_Day6_B3-017_AB03_08.zvi.tif	0.44618787760728934	0	0.4580544947999166	0.03528128952756008	0.032365155328369435	0.0029161341991906496	1	20	110530.93538941274	0.0770242185768	0.00981281866548
CTN002_Tumor_Day6_21	CTN002	CTN002_Day6_21.tif	CTN002_Day6_B3-017_AB03_09.zvi.tif	0.3124767087669455	0	0.4564058008101475	0.030525173214929955	0.028635894393226145	0.001889278821703809	2	21	95927.94004524799	0.0668816504101	0.00864899689648
CTN002_Tumor_Day6_22	CTN002	CTN002_Day6_22.tif	CTN002_Day6_B3-017_AB03_10.zvi.tif	0.1419652683395845	1	0.4792171076564303	0.032423642533936654	0.030249308878949496	0.0021743336549871557	2	22	97100.52748546813	0.0676596098426	0.00802482819774
CTN002_Tumor_Day6_23	CTN002	CTN002_Day6_23.tif	CTN002_Day6_B3-017_AB03_11.zvi.tif	0.20052990743651922	0	0.5505431555499922	0.018639260348342398	0.016915505561568452	0.0017237547867739425	2	23	48422.4866848917	0.0338561294613	0.00580179006872
CTN002_Tumor_Day6_24	CTN002	CTN002_Day6_24.tif	CTN002_Day6_B3-017_AB03_12.zvi.tif	0.6680214983410617	1	0.43659182511158157	0.01951343339375209	0.017912219476573604	0.0016012139171784874	2	24	63973.77238291965	0.0446949124363	0.00725587452893
CTN002_Tumor_Day6_25	CTN002	CTN002_Day6_25.tif	CTN002_Day6_B3-017_AB03_13.zvi.tif	0.3028193821756638	0	0.50535606664511	0.05598119357474757	0.05325352026201746	0.002727673312730102	2	25	159154.33938968185	0.110775742629	0.0112405785857
CTN002_Tumor_Day6_26	CTN002	CTN002_Day6_26.tif	CTN002_Day6_B3-017_AB03_14.zvi.tif	0.14158536152819765	0	0.5950261463134077	0.004272092510247282	0.003334023367715519	0.0009380691425317633	2	26	10179.799151319865	0.0071796719131	0.00247866326757
CTN004_Tumor_Day6_01	CTN004	CTN004_Day6_01.tif	CTN004_Day6-013_Position(173).zvi.tif	3.2460467306974987	3	0.6974869889886756	0.12581118703300428	0.11291585438209865	0.012895332650905629	2	01	258663.15017084178	0.180377826424	0.0270498503658
CTN004_Tumor_Day6_02	CTN004	CTN004_Day6_02.tif	CTN004_Day6-013_Position(174).zvi.tif	3.0343757407168694	3	0.9524792413247293	0.5829857597550215	0.5439753804425783	0.03901037931244322	3	02	880243.3300338137	0.612071879849	0.0489082243405
CTN004_Tumor_Day6_03	CTN004	CTN004_Day6_03.tif	CTN004_Day6-013_Position(175).zvi.tif	2.8030084854221866	3	0.9168668312111301	0.45743113239532124	0.4258831299090241	0.03154800248629711	3	03	717333.6943202738	0.498906838838	0.0395276823321
CTN004_Tumor_Day6_04	CTN004	CTN004_Day6_04.tif	CTN004_Day6-013_Position(176).zvi.tif	0.6629673784192819	1	0.4843616938204277	0.027129918804143248	0.02420944336502058	0.0029204754391226675	2	04	80236.84027582794	0.0560116936378	0.00918587896254
CTN004_Tumor_Day6_05	CTN004	CTN004_Day6_05.tif	CTN004_Day6-013_Position(177).zvi.tif	0.3670099036678922	0	0.4053306968052779	0.008252794910914931	0.007378505048661007	0.000874289862253924	2	05	29047.350505809998	0.0203606461982	0.00490952671248
CTN004_Tumor_Day6_06	CTN004	CTN004_Day6_06.tif	CTN004_Day6-013_Position(178).zvi.tif	0.9860799163739878	2	0.7317333428734121	0.0166697039046166	0.012314687734992023	0.004355016169624578	3	06	32317.316868205555	0.0227811183773	0.0078426346708
CTN004_Tumor_Day6_07	CTN004	CTN004_Day6_07.tif	CTN004_Day6-013_Position(179).zvi.tif	0.5400208770132898	0	0.7691963976563146	0.024743961927488796	0.02092220921842468	0.0038217527090641176	3	07	45930.53183490355	0.0321685878963	0.00673908224341
CTN005_Tumor_Day6_01	CTN005	CTN005_Day6_01.tif	CTN05_Day6-008_AB02_01.zvi.tif	1.4382465746996016	3	0.3891536300995678	0.05097235352797736	0.047442191962131786	0.00353016156584558	3	01	187492.34225376885	0.130982598094	0.0238465694968
CTN005_Tumor_Day6_02	CTN005	CTN005_Day6_02.tif	CTN05_Day6-008_AB02_02.zvi.tif	0.12564549681305134	0	0.2620929631433005	0.004145677668096722	0.0034908730727937374	0.0006548045953029849	1	02	22540.72583792884	0.0158175847927	0.00378242074928
CTN005_Tumor_Day6_03	CTN005	CTN005_Day6_03.tif	CTN05_Day6-008_AB02_03.zvi.tif	0.430875207331916	0	0.1592103899692584	0.0033809266890085675	0.002821944506022316	0.0005589821829862514	2	03	30281.371631274116	0.0212355907781	0.0054013799601
CTN005_Tumor_Day6_04	CTN005	CTN005_Day6_04.tif	CTN05_Day6-008_AB02_04.zvi.tif	0.6995192271902708	1	0.28204504310572986	0.013027623651987952	0.012143920525425865	0.0008837031265620857	2	04	66081.32739616078	0.0461898692086	0.00835042119264
CTN005_Tumor_Day6_05	CTN005	CTN005_Day6_05.tif	CTN05_Day6-008_AB02_05.zvi.tif	0.4718258194340549	0	0.3246125780851627	0.01700892372023072	0.015625956268120193	0.001382967452110527	2	05	75045.4223402359	0.0523976113944	0.00842800931057
CTN005_Tumor_Day6_06	CTN005	CTN005_Day6_06.tif	CTN05_Day6-008_AB02_06.zvi.tif	1.881141663381772	2	0.29807568797795925	0.1762206898387819	0.1704896337275766	0.005731056111205289	2	06	850643.8478144357	0.591194441366	0.0395540068721
CTN005_Tumor_Day6_07	CTN005	CTN005_Day6_07.tif	CTN05_Day6-008_AB02_07.zvi.tif	1.0915407625419604	0	0.14443683072916394	0.022521627416207005	0.02147604874359409	0.0010455786726129158	1	07	223914.61639466928	0.155927178009	0.0186301540678
CTN007_Tumor_Day6_01	CTN007	CTN007_Day6_01.tif	CTN007_Day6-002_AB03_01.zvi.tif	0.6374644807893995	0	0.4512235289326774	0.005117338445021103	0.003957537348790103	0.0011598010962309995	1	01	16067.974213219102	0.0113410274884	0.00383229882509
CTN007_Tumor_Day6_02	CTN007	CTN007_Day6_02.tif	CTN007_Day6-002_AB03_02.zvi.tif	0.9606832915459087	0	0.4744313690175903	0.13868946985799419	0.13360339757716433	0.005086072280829867	1	02	420347.958766056	0.292327782088	0.0237066337841
CTN007_Tumor_Day6_03	CTN007	CTN007_Day6_03.tif	CTN007_Day6-002_AB03_03.zvi.tif	4.099557675965519	3	0.41182207302102175	0.06396719239679911	0.05644587468106285	0.0075213177157362615	1	03	222158.6791829813	0.155327255597	0.0337501385502
CTN007_Tumor_Day6_04	CTN007	CTN007_Day6_04.tif	CTN007_Day6-002_AB03_04.zvi.tif	0.5438404988314892	1	0.44911689947163486	0.017381376569692387	0.015004327656578038	0.002377048913114348	0	04	55318.62804003984	0.0387012303259	0.0073196076258
CTN007_Tumor_Day6_05	CTN007	CTN007_Day6_05.tif	CTN007_Day6-002_AB03_05.zvi.tif	0.5375067316553318	0	0.12194125214871834	0.0009192561972694199	0.0005404273214495286	0.0003788288758198913	0	05	10619.255025267688	0.00753851695855	0.00326632121481
CTN007_Tumor_Day6_06	CTN007	CTN007_Day6_06.tif	CTN007_Day6-002_AB03_06.zvi.tif	0.7183352842918275	2	0.1481958376136336	0.005567096878653922	0.004338849261717545	0.0012282476169363777	0	06	53562.45786482359	0.03756581135	0.00968743072489
CTN007_Tumor_Day6_07	CTN007	CTN007_Day6_07.tif	CTN007_Day6-002_AB03_07.zvi.tif	1.4065491725638173	0	0.1685518198531152	0.00411092601527421	0.0029833256179882727	0.0011276003972859373	0	07	34593.58470295623	0.0243896863223	0.00823819552206
CTN007_Tumor_Day6_08	CTN007	CTN007_Day6_08.tif	CTN007_Day6-002_AB03_08.zvi.tif	0.3705037277548358	0	0.07362137988242508	0.0011645634201363985	0.0007248267850700467	0.00043973663506635197	0	08	22364.087351461145	0.0158182775438	0.00602347040568
CTN009_Tumor_Day6_01	CTN009	CTN009_Day6_01.tif	CTN009_Day6-002_Position(46).zvi.tif	0.6459248177737362	1	0.6481094316777489	0.04398866767944154	0.03936586926945462	0.004622798409986917	3	01	97294.99401807884	0.0678722844159	0.0103150631789
CTN009_Tumor_Day6_02	CTN009	CTN009_Day6_02.tif	CTN009_Day6-002_Position(47).zvi.tif	0.6011594535156146	1	0.31365032866905984	0.06942603266090298	0.06685744215664541	0.0025685905042575666	2	02	318421.6495842171	0.2213485092	0.0180226113944
CTN009_Tumor_Day6_03	CTN009	CTN009_Day6_03.tif	CTN009_Day6-002_Position(48).zvi.tif	0.17108112152110772	0	0.9792730172013598	0.006389778145796115	0.00411417787021703	0.0022756002755790856	3	03	9202.350205735333	0.00652502216803	0.00238583462647
CTN009_Tumor_Day6_04	CTN009	CTN009_Day6_04.tif	CTN009_Day6-002_Position(49).zvi.tif	0.4018010101256614	0	0.7660724102725203	0.029016945505757168	0.026206707134194845	0.002810238371562325	3	04	54229.53834465018	0.0378775493239	0.00648830636223
CTN009_Tumor_Day6_05	CTN009	CTN009_Day6_05.tif	CTN009_Day6-002_Position(50).zvi.tif	0.15918699939976438	0	0.6200301609069745	0.005177083469166873	0.004010822129782971	0.0011662613393839025	3	05	11842.743101579501	0.00834972844159	0.00265115827976
CTN009_Tumor_Day6_06	CTN009	CTN009_Day6_06.tif	CTN009_Day6-002_Position(51).zvi.tif	0.3493676160148337	0	0.4964454253168538	0.019423867474278562	0.017348969403766828	0.002074898070511734	3	06	56000.034812816695	0.0391258867213	0.00661923631124
CTN009_Tumor_Day6_07	CTN009	CTN009_Day6_07.tif	CTN009_Day6-002_Position(52).zvi.tif	0.16185649668891747	0	0.6472781900065685	0.01119033647597811	0.009891056067738557	0.0012992804082395538	3	07	24631.549988666724	0.0172882952782	0.00400340833518
CTN009_Tumor_Day6_08	CTN009	CTN009_Day6_08.tif	CTN009_Day6-002_Position(53).zvi.tif	0.19921288107918922	1	0.279964839871579	0.045785593277435116	0.04391946864092567	0.0018661246365094474	2	08	235196.1822777551	0.163540512082	0.0131650410109
CTN009_Tumor_Day6_09	CTN009	CTN009_Day6_09.tif	CTN009_Day6-002_Position(54).zvi.tif	0.16821114786273325	0	0.5543782025828653	0.0023895347320927927	0.0017336597684961814	0.0006558749635966113	3	09	6070.995177344797	0.00431029705165	0.00187250609621
CTN009_Tumor_Day6_10	CTN009	CTN009_Day6_10.tif	CTN009_Day6-002_Position(55).zvi.tif	0.13711033455152735	0	0.5445559649345699	0.002619943732314473	0.0018549998695998019	0.0007649438627146713	3	10	6782.391952124686	0.00481115606296	0.00200897805365
CTN009_Tumor_Day6_11	CTN009	CTN009_Day6_11.tif	CTN009_Day6-002_Position(56).zvi.tif	0.12253804271061797	0	0.6539191156028716	0.010863015678450497	0.009332030418019568	0.001530985260430929	3	11	23679.70799220327	0.0166121702505	0.00389880292618
CTN009_Tumor_Day6_12	CTN009	CTN009_Day6_12.tif	CTN009_Day6-002_Position(57).zvi.tif	0.5869801092323844	0	0.5475838599902771	0.005049006024489157	0.0037623173853890924	0.0012866886391000648	2	12	13035.395204612083	0.00922051651519	0.00339725116382
CTN009_Tumor_Day6_13	CTN009	CTN009_Day6_13.tif	CTN009_Day6-002_Position(58).zvi.tif	0.1294273031732924	0	0.6457481215780895	0.016315482632866935	0.014208462646863223	0.002107019986003712	2	13	36102.467935593275	0.0252660164043	0.00482570383507
CTN009_Tumor_Day6_14	CTN009	CTN009_Day6_14.tif	CTN009_Day6-002_Position(59).zvi.tif	1.5111963437629572	1	0.6008035245508709	0.018232792063843938	0.015866968434458686	0.00236582362938525	2	14	43185.777949695126	0.030347345378	0.00716928064731
CTN009_Tumor_Day6_15	CTN009	CTN009_Day6_15.tif	CTN009_Day6-002_Position(60).zvi.tif	0.5378970224207726	0	0.8110627472255774	0.034176536331668554	0.029558951212939177	0.00461758511872938	3	15	60353.99330560524	0.0421379682997	0.00762788184438
CTN009_Tumor_Day6_16	CTN009	CTN009_Day6_16.tif	CTN009_Day6-002_Position(61).zvi.tif	0.13492931659995122	0	0.7229772190579705	0.05291058132408361	0.04737242513941955	0.005538156184664068	3	16	105044.3728094463	0.0731842994901	0.0086309853691
CTN009_Tumor_Day6_17	CTN009	CTN009_Day6_17.tif	CTN009_Day6-002_Position(62).zvi.tif	0.13605582580673173	0	0.3473109228685311	0.004489355540487088	0.0036463861758403208	0.0008429693646467676	1	17	18360.102135476394	0.0129260418976	0.00345752050543
CTN009_Tumor_Day6_18	CTN009	CTN009_Day6_18.tif	CTN009_Day6-002_Position(63).zvi.tif	0.12605075959720444	0	0.8995154700777537	0.11002975026188706	0.10194328080378683	0.008086469458100242	3	18	175894.29059290566	0.122321131678	0.0111463644425
CTN009_Tumor_Day6_19	CTN009	CTN009_Day6_19.tif	CTN009_Day6-002_Position(64).zvi.tif	0.20857808226367797	0	0.10767556982965243	0.0032775138984877925	0.0029209861732323165	0.0003565277252554757	0	19	43547.124278060306	0.030438788517	0.00544571602749
CTN009_Tumor_Day6_20	CTN009	CTN009_Day6_20.tif	CTN009_Day6-002_Position(65).zvi.tif	1.502993556969321	2	0.6045440882005528	0.15470292933178592	0.14678369541121702	0.007919233920568893	3	20	367804.7722724805	0.255900160718	0.0233401684771
CTN009_Tumor_Day6_21	CTN009	CTN009_Day6_21.tif	CTN009_Day6-002_Position(66).zvi.tif	0.2320895112206902	0	0.5934671154726915	0.00543877221693377	0.00411091243192023	0.0013278597850135399	2	21	12932.342574602779	0.00916440367989	0.00302247284416
CTN010_Tumor_Day6_01	CTN010	CTN010_Day6_01.tif	CTN010_Day6-003_AC04_01.zvi.tif	3.0757590621332156	3	0.47344661487817685	0.03339892463303211	0.027521497016008797	0.005877427617023311	2	01	100259.91063654548	0.0705442252272	0.0206384393704
CTN010_Tumor_Day6_02	CTN010	CTN010_Day6_02.tif	CTN010_Day6-003_AC04_02.zvi.tif	0.42096462069272694	1	0.5111069832687893	0.027358627168446628	0.024412449306922948	0.002946177861523683	2	02	76734.98704641717	0.0535281811128	0.00829084460208
CTN010_Tumor_Day6_03	CTN010	CTN010_Day6_03.tif	CTN010_Day6-003_AC04_03.zvi.tif	2.719244706906681	3	0.42124552822257516	0.10626942147952065	0.09922238830136355	0.007047033178157098	3	03	361805.41942925495	0.252274301707	0.0339835956551
CTN010_Tumor_Day6_04	CTN010	CTN010_Day6_04.tif	CTN010_Day6-003_AC04_04.zvi.tif	0.6007256731045664	0	0.4550195146601869	0.03621539504740047	0.033704099130230675	0.0025112959171697943	2	04	114134.28375848058	0.0795908612281	0.010276961871
CTN010_Tumor_Day6_05	CTN010	CTN010_Day6_05.tif	CTN010_Day6-003_AC04_05.zvi.tif	1.1309071995149127	2	0.2505665906504297	0.008771184598867257	0.007684532580489523	0.0010866520183777347	1	05	49897.374270771805	0.0350054034582	0.00857279428065
CTN010_Tumor_Day6_06	CTN010	CTN010_Day6_06.tif	CTN010_Day6-003_AC04_06.zvi.tif	0.49192278305692544	0	0.5915460724556973	0.028439305227743947	0.026082223844980244	0.002357081382763702	2	06	68838.25151102434	0.0480762303259	0.00776920305919
CTN010_Tumor_Day6_07	CTN010	CTN010_Day6_07.tif	CTN010_Day6-003_AC04_07.zvi.tif	0.6366209053720036	0	0.415399223396956	0.005912774220750149	0.00482867587292066	0.0010840983478294887	2	07	20221.715562973928	0.0142339558856	0.00447586455331
CTN010_Tumor_Day6_08	CTN010	CTN010_Day6_08.tif	CTN010_Day6-003_AC04_08.zvi.tif	1.689673769053422	3	0.35821789241312785	0.05601273955603079	0.05316352239188737	0.0028492171641434226	2	08	224355.2097124282	0.156364996675	0.0217877133673
CTN010_Tumor_Day6_09	CTN010	CTN010_Day6_09.tif	CTN010_Day6-003_AC04_09.zvi.tif	0.4500484149439693	0	0.3441575066105729	0.009177326882870195	0.007946859745893481	0.001230467136976715	1	09	38110.39078749376	0.0266660662824	0.00566185435602
CTN010_Tumor_Day6_10	CTN010	CTN010_Day6_10.tif	CTN010_Day6-003_AC04_10.zvi.tif	0.4010556174828896	0	0.16817919767841066	0.0007053292387671096	0.00039515335063309296	0.0003101758881340166	0	10	5867.506363551132	0.00419391487475	0.00206301263578
CTN010_Tumor_Day6_11	CTN010	CTN010_Day6_11.tif	CTN010_Day6-003_AC04_11.zvi.tif	4.926262658414786	3	0.2825062000167191	0.025614453883969903	0.022233214777819796	0.003381239106150108	2	11	129120.79068285736	0.0906686433163	0.0226280203946
CTN010_Tumor_Day6_12	CTN010	CTN010_Day6_12.tif	CTN010_Day6-003_AC04_12.zvi.tif	0.7101621777828753	1	0.5517947508950454	0.008202457717735732	0.006608785278686957	0.001593672439048774	2	12	21076.122392680976	0.0148650520949	0.00509310574152
CTN010_Tumor_Day6_13	CTN010	CTN010_Day6_13.tif	CTN010_Day6-003_AC04_13.zvi.tif	0.4402564809874328	0	0.37148790386237923	0.01057985979805356	0.00877574588913375	0.0018041139089198083	1	13	40675.80057666113	0.0284796885391	0.00607057747728
CTN010_Tumor_Day6_14	CTN010	CTN010_Day6_14.tif	CTN010_Day6-003_AC04_14.zvi.tif	0.6965987842316294	0	0.11944318058715199	0.0019469754760693904	0.0015058805056050353	0.0004410949704643551	1	14	23144.973667135855	0.0163004322767	0.0054942086012
CTN010_Tumor_Day6_15	CTN010	CTN010_Day6_15.tif	CTN010_Day6-003_AC04_15.zvi.tif	0.40941574673197234	0	0.3231092598758344	0.001937733362021377	0.0012904159114321854	0.0006473174505891915	1	15	8446.352665595652	0.00599714586566	0.0024280924407
CTN010_Tumor_Day6_16	CTN010	CTN010_Day6_16.tif	CTN010_Day6-003_AC04_16.zvi.tif	2.6060989358270352	3	0.4090763580558161	0.08162681853943085	0.07706204550097583	0.004564773038455018	3	16	286075.4204705622	0.19953932055	0.027641459765
CTN010_Tumor_Day6_17	CTN010	CTN010_Day6_17.tif	CTN010_Day6-003_AC04_17.zvi.tif	1.4075788818475057	3	0.35364419688108917	0.022813715710181214	0.020455273275348712	0.002358442434832501	2	17	92230.15715288212	0.0645103635558	0.0117670693859
CTN010_Tumor_Day6_18	CTN010	CTN010_Day6_18.tif	CTN010_Day6-003_AC04_18.zvi.tif	3.606128877262445	3	0.37246003103601627	0.1131599689864862	0.10635804743089876	0.006801921555587431	3	18	435462.87860684685	0.303817751053	0.0430094491244
CTN010_Tumor_Day6_19	CTN010	CTN010_Day6_19.tif	CTN010_Day6-003_AC04_19.zvi.tif	2.2915487124414984	3	0.365952020714618	0.12114377817187616	0.11686529605191666	0.004278482119959489	3	19	475488.3585644713	0.331037325427	0.0341346153846
CTN010_Tumor_Day6_20	CTN010	CTN010_Day6_20.tif	CTN010_Day6-003_AC04_20.zvi.tif	0.8136894235197836	1	0.2732856517296745	0.010299896005841929	0.009272793411312652	0.001027102594529277	1	20	53916.07050654909	0.0376891210375	0.00753782420749
CTN010_Tumor_Day6_21	CTN010	CTN010_Day6_21.tif	CTN010_Day6-003_AC04_21.zvi.tif	0.3877373238828378	3	0.14231164762838971	0.0014661790785921996	0.0010817131108705952	0.00038446596772160425	0	21	14617.94820937814	0.0103025936599	0.00330303702062
CTN010_Tumor_Day6_22	CTN010	CTN010_Day6_22.tif	CTN010_Day6-003_AC04_22.zvi.tif	0.9210137808554313	2	0.2526180730510601	0.015187849635531447	0.013869780732066713	0.0013180689034647333	2	22	86056.63468700109	0.0601217856351	0.0102416315673
CTN010_Tumor_Day6_23	CTN010	CTN010_Day6_23.tif	CTN010_Day6-003_AC04_23.zvi.tif	1.3576543625506758	1	0.8601815611415862	0.028282211022294088	0.02408362075710355	0.0041985902651905365	3	23	46916.19875118241	0.0328793504766	0.00743321879849
