newfilename	origfilename	ctnnum	annot	daynum	orgnum	power	pxlinmedian	invasion_veena	k14_veena
CTN007_Day0_08.tif	CTN007_Day0-006_Position(135).zvi.tif	007	Tumor	0	08	0.072880897	51	0	0
CTN007_Day0_09.tif	CTN007_Day0-006_Position(136).zvi.tif	007	Tumor	0	09	0.117995764	53	0	0
CTN007_Day0_10.tif	CTN007_Day0-006_Position(137).zvi.tif	007	Tumor	0	10	0.046331596	62	0	0
CTN007_Day0_11.tif	CTN007_Day0-006_Position(138).zvi.tif	007	Tumor	0	11	0.015118161	54.66666667	0	0
CTN007_Day0_12.tif	CTN007_Day0-006_Position(139).zvi.tif	007	Tumor	0	12	0.039763098	53	0	0
CTN007_Day6_01.tif	CTN007_Day6-002_AB03_01.zvi.tif	007	Tumor	6	01	0.025462641	48	0	1
CTN007_Day6_02.tif	CTN007_Day6-002_AB03_02.zvi.tif	007	Tumor	6	02	0.041877046	44.66666667	0	1
CTN007_Day6_03.tif	CTN007_Day6-002_AB03_03.zvi.tif	007	Tumor	6	03	0.070058083	38.66666667	3	1
CTN007_Day6_04.tif	CTN007_Day6-002_AB03_04.zvi.tif	007	Tumor	6	04	0.030062665	42.66666667	1	0
CTN007_Day6_05.tif	CTN007_Day6-002_AB03_05.zvi.tif	007	Tumor	6	05	0.036707797	31	0	0
CTN007_Day6_06.tif	CTN007_Day6-002_AB03_06.zvi.tif	007	Tumor	6	06	0.026837673	38	2	0
CTN007_Day6_07.tif	CTN007_Day6-002_AB03_07.zvi.tif	007	Tumor	6	07	0.102133675	41	0	0
CTN007_Day6_08.tif	CTN007_Day6-002_AB03_08.zvi.tif	007	Tumor	6	08	0.026660506	18	0	0
CTN009_Day6_01.tif	CTN009_Day6-002_Position(46).zvi.tif	009	Tumor	6	01	0.041759237	48	1	3
CTN009_Day6_02.tif	CTN009_Day6-002_Position(47).zvi.tif	009	Tumor	6	02	0.025937571	42	1	2
CTN009_Day6_03.tif	CTN009_Day6-002_Position(48).zvi.tif	009	Tumor	6	03	0.008031171	84.33333333	0	3
CTN009_Day6_04.tif	CTN009_Day6-002_Position(49).zvi.tif	009	Tumor	6	04	0.018825078	54.66666667	0	3
CTN009_Day6_05.tif	CTN009_Day6-002_Position(50).zvi.tif	009	Tumor	6	05	0.005935985	40.66666667	0	3
CTN009_Day6_06.tif	CTN009_Day6-002_Position(51).zvi.tif	009	Tumor	6	06	0.024851484	48.66666667	0	3
CTN009_Day6_07.tif	CTN009_Day6-002_Position(52).zvi.tif	009	Tumor	6	07	0.011633079	48.33333333	0	3
CTN009_Day6_08.tif	CTN009_Day6-002_Position(53).zvi.tif	009	Tumor	6	08	0.009570118	49	1	2
CTN009_Day6_09.tif	CTN009_Day6-002_Position(54).zvi.tif	009	Tumor	6	09	0.005075271	40.66666667	0	3
CTN009_Day6_10.tif	CTN009_Day6-002_Position(55).zvi.tif	009	Tumor	6	10	0.004826697	43.66666667	0	3
CTN009_Day6_11.tif	CTN009_Day6-002_Position(56).zvi.tif	009	Tumor	6	11	0.006873023	32.33333333	0	3
CTN009_Day6_12.tif	CTN009_Day6-002_Position(57).zvi.tif	009	Tumor	6	12	0.043625218	35.66666667	0	2
CTN009_Day6_13.tif	CTN009_Day6-002_Position(58).zvi.tif	009	Tumor	6	13	0.006772251	40.66666667	0	2
CTN009_Day6_14.tif	CTN009_Day6-002_Position(59).zvi.tif	009	Tumor	6	14	0.076882214	41.33333333	1	2
CTN009_Day6_15.tif	CTN009_Day6-002_Position(60).zvi.tif	009	Tumor	6	15	0.041928327	79.33333333	0	3
CTN009_Day6_16.tif	CTN009_Day6-002_Position(61).zvi.tif	009	Tumor	6	16	0.008531108	46	0	3
CTN009_Day6_17.tif	CTN009_Day6-002_Position(62).zvi.tif	009	Tumor	6	17	0.00903669	29.66666667	0	1
CTN009_Day6_18.tif	CTN009_Day6-002_Position(63).zvi.tif	009	Tumor	6	18	0.00388199	80.33333333	0	3
CTN009_Day6_19.tif	CTN009_Day6-002_Position(64).zvi.tif	009	Tumor	6	19	0.017114531	27	0	0
CTN009_Day6_20.tif	CTN009_Day6-002_Position(65).zvi.tif	009	Tumor	6	20	0.087655122	52.66666667	2	3
CTN009_Day6_21.tif	CTN009_Day6-002_Position(66).zvi.tif	009	Tumor	6	21	0.021507307	40.33333333	0	2
CTN010_Day6_01.tif	CTN010_Day6-003_AC04_01.zvi.tif	010	Tumor	6	01	0.103718713	40.66666667	3	2
CTN010_Day6_02.tif	CTN010_Day6-003_AC04_02.zvi.tif	010	Tumor	6	02	0.020495167	48	1	2
CTN010_Day6_03.tif	CTN010_Day6-003_AC04_03.zvi.tif	010	Tumor	6	03	0.062217575	42	3	3
CTN010_Day6_04.tif	CTN010_Day6-003_AC04_04.zvi.tif	010	Tumor	6	04	0.025627143	45.66666667	0	2
CTN010_Day6_05.tif	CTN010_Day6-003_AC04_05.zvi.tif	010	Tumor	6	05	0.103374517	35	2	1
CTN010_Day6_06.tif	CTN010_Day6-003_AC04_06.zvi.tif	010	Tumor	6	06	0.025227426	37	0	2
CTN010_Day6_07.tif	CTN010_Day6-003_AC04_07.zvi.tif	010	Tumor	6	07	0.030604143	46	0	2
CTN010_Day6_08.tif	CTN010_Day6-003_AC04_08.zvi.tif	010	Tumor	6	08	0.063005269	39	3	2
CTN010_Day6_09.tif	CTN010_Day6-003_AC04_09.zvi.tif	010	Tumor	6	09	0.021040529	50.66666667	0	1
CTN010_Day6_10.tif	CTN010_Day6-003_AC04_10.zvi.tif	010	Tumor	6	10	0.023241284	42	0	0
CTN010_Day6_11.tif	CTN010_Day6-003_AC04_11.zvi.tif	010	Tumor	6	11	0.137652054	32.66666667	3	2
CTN010_Day6_12.tif	CTN010_Day6-003_AC04_12.zvi.tif	010	Tumor	6	12	0.038688846	37.33333333	1	2
CTN010_Day6_13.tif	CTN010_Day6-003_AC04_13.zvi.tif	010	Tumor	6	13	0.025173822	33.66666667	0	1
CTN010_Day6_14.tif	CTN010_Day6-003_AC04_14.zvi.tif	010	Tumor	6	14	0.037118668	30	0	1
CTN010_Day6_15.tif	CTN010_Day6-003_AC04_15.zvi.tif	010	Tumor	6	15	0.029782877	52	0	1
CTN010_Day6_16.tif	CTN010_Day6-003_AC04_16.zvi.tif	010	Tumor	6	16	0.043484267	39.66666667	3	3
CTN010_Day6_17.tif	CTN010_Day6-003_AC04_17.zvi.tif	010	Tumor	6	17	0.143519224	41	3	2
CTN010_Day6_18.tif	CTN010_Day6-003_AC04_18.zvi.tif	010	Tumor	6	18	0.13890915	43	3	3
CTN010_Day6_19.tif	CTN010_Day6-003_AC04_19.zvi.tif	010	Tumor	6	19	0.053104409	44	3	3
CTN010_Day6_20.tif	CTN010_Day6-003_AC04_20.zvi.tif	010	Tumor	6	20	0.03158375	42	1	1
CTN010_Day6_21.tif	CTN010_Day6-003_AC04_21.zvi.tif	010	Tumor	6	21	0.025233648	37	3	0
CTN010_Day6_22.tif	CTN010_Day6-003_AC04_22.zvi.tif	010	Tumor	6	22	0.043710249	48	2	2
CTN010_Day6_23.tif	CTN010_Day6-003_AC04_23.zvi.tif	010	Tumor	6	23	0.092691094	84.33333333	1	3
CTN010_Day6_24.tif	CTN010_Day6-003_AC04_24.zvi.tif	010	Tumor	6	24	0.114860111	36	2	2
CTN010_Day6_25.tif	CTN010_Day6-003_AC04_25.zvi.tif	010	Tumor	6	25	0.016059229	40	0	2
CTN010_Day6_26.tif	CTN010_Day6-003_AC04_26.zvi.tif	010	Tumor	6	26	0.0529733	37	3	2
CTN010_Day6_27.tif	CTN010_Day6-003_AC04_27.zvi.tif	010	Tumor	6	27	0.220279865	53.66666667	2	2
CTN010_Day6_28.tif	CTN010_Day6-003_AC04_28.zvi.tif	010	Tumor	6	28	0.058060217	45.66666667	x	x
CTN010_Day6_30.tif	CTN010_Day6-003_AC04_30.zvi.tif	010	Tumor	6	30	0.069587026	84.33333333	0	2
CTN010_Day6_31.tif	CTN010_Day6-003_AC04_31.zvi.tif	010	Tumor	6	31	0.037357787	36	0	2
CTN010_Day6_32.tif	CTN010_Day6-003_AC04_32.zvi.tif	010	Tumor	6	32	0.047761216	38.66666667	0	2
CTN010_Day6_33.tif	CTN010_Day6-003_AC04_33.zvi.tif	010	Tumor	6	33	0.01631455	46	0	1
CTN010_Day6_34.tif	CTN010_Day6-003_AC04_34.zvi.tif	010	Tumor	6	34	0.107724508	35.66666667	2	2
CTN010_Day6_35.tif	CTN010_Day6-003_AC04_35.zvi.tif	010	Tumor	6	35	0.038328019	44	3	3
CTN010_Day6_36.tif	CTN010_Day6-003_AC04_36.zvi.tif	010	Tumor	6	36	0.179270448	40	3	3
CTN010_Day6_37.tif	CTN010_Day6-003_AC04_37.zvi.tif	010	Tumor	6	37	0.043169995	35.66666667	2	1
CTN010_Day6_38.tif	CTN010_Day6-003_AC04_38.zvi.tif	010	Tumor	6	38	0.036500243	43	2	2
CTN010_Day6_39.tif	CTN010_Day6-003_AC04_39.zvi.tif	010	Tumor	6	39	0.046079584	42.66666667	0	1
CTN010_Day6_40.tif	CTN010_Day6-003_AC04_40.zvi.tif	010	Tumor	6	40	0.040701076	34.66666667	0	2
CTN010_Day6_41.tif	CTN010_Day6-003_AC04_41.zvi.tif	010	Tumor	6	41	0.008600611	48.66666667	0	2
CTN010_Day6_42.tif	CTN010_Day6-003_AC04_42.zvi.tif	010	Tumor	6	42	0.024938594	46.66666667	1	2
CTN010_Day6_43.tif	CTN010_Day6-003_AC04_43.zvi.tif	010	Tumor	6	43	0.008981126	46.33333333	0	3
CTN010_Day6_44.tif	CTN010_Day6-003_AC04_44.zvi.tif	010	Tumor	6	44	0.016394145	58	0	1
CTN010_Day6_45.tif	CTN010_Day6-003_AC04_45.zvi.tif	010	Tumor	6	45	0.020392294	46.66666667	1	2
CTN010_Day6_46.tif	CTN010_Day6-003_AC04_46.zvi.tif	010	Tumor	6	46	0.064908944	38.66666667	3	2
CTN011_Day0_01.tif	CTN011_Day0-003_Position(85).zvi.tif	011	Tumor	0	01	0.020270144	36.66666667	0	0
CTN011_Day0_02.tif	CTN011_Day0-003_Position(86).zvi.tif	011	Tumor	0	02	0.054061851	36.33333333	0	0
CTN011_Day0_03.tif	CTN011_Day0-003_Position(87).zvi.tif	011	Tumor	0	03	0.023972312	23.66666667	0	0
CTN011_Day0_04.tif	CTN011_Day0-003_Position(88).zvi.tif	011	Tumor	0	04	0.028828317	42.66666667	0	0
CTN011_Day0_05.tif	CTN011_Day0-003_Position(89).zvi.tif	011	Tumor	0	05	0.012900076	22	0	1
CTN011_Day0_06.tif	CTN011_Day0-003_Position(90).zvi.tif	011	Tumor	0	06	0.01992428	42	0	1
CTN011_Day0_07.tif	CTN011_Day0-003_Position(91).zvi.tif	011	Tumor	0	07	0.021311889	45.66666667	0	0
CTN011_Day0_08.tif	CTN011_Day0-003_Position(92).zvi.tif	011	Tumor	0	08	0.015843806	31.66666667	0	0
CTN011_Day0_09.tif	CTN011_Day0-003_Position(93).zvi.tif	011	Tumor	0	09	0.145943452	20.66666667	0	0
CTN011_Day0_10.tif	CTN011_Day0-003_Position(94).zvi.tif	011	Tumor	0	10	0.091975087	26.66666667	0	0
CTN011_Day0_11.tif	CTN011_Day0-003_Position(95).zvi.tif	011	Tumor	0	11	0.071493434	31.66666667	0	1
CTN011_Day0_12.tif	CTN011_Day0-003_Position(96).zvi.tif	011	Tumor	0	12	0.011551534	14.66666667	0	0
CTN011_Day0_13.tif	CTN011_Day0-003_Position(97).zvi.tif	011	Tumor	0	13	0.009210008	37.66666667	0	0
CTN011_Day0_14.tif	CTN011_Day0-003_Position(98).zvi.tif	011	Tumor	0	14	0.015920407	42.33333333	0	0
CTN011_Day0_15.tif	CTN011_Day0-003_Position(99).zvi.tif	011	Tumor	0	15	0.117488098	16.66666667	0	1
CTN011_Day0_16.tif	CTN011_Day0-003_Position(100).zvi.tif	011	Tumor	0	16	0.070165878	50.66666667	0	0
CTN011_Day0_17.tif	CTN011_Day0-003_Position(101).zvi.tif	011	Tumor	0	17	0.017834009	42.66666667	0	0
CTN011_Day0_18.tif	CTN011_Day0-003_Position(102).zvi.tif	011	Tumor	0	18	0.042396138	63.66666667	0	1
CTN011_Day0_19.tif	CTN011_Day0-003_Position(103).zvi.tif	011	Tumor	0	19	0.052788129	42.66666667	0	1
CTN011_Day0_20.tif	CTN011_Day0-003_Position(104).zvi.tif	011	Tumor	0	20	0.039953258	37	0	0
CTN011_Day6_01.tif	CTN011_Day6-001_AB02_01.zvi.tif	011	Tumor	6	01	0.02079616	46.66666667	1	2
CTN011_Day6_02.tif	CTN011_Day6-001_AB02_02.zvi.tif	011	Tumor	6	02	0.050834918	49	3	3
CTN011_Day6_03.tif	CTN011_Day6-001_AB02_03.zvi.tif	011	Tumor	6	03	0.003246961	27.66666667	0	1
CTN011_Day6_04.tif	CTN011_Day6-001_AB02_04.zvi.tif	011	Tumor	6	04	0.005393507	46.33333333	0	3
CTN011_Day6_05.tif	CTN011_Day6-001_AB02_05.zvi.tif	011	Tumor	6	05	0.051908013	49.66666667	2	3
CTN011_Day6_06.tif	CTN011_Day6-001_AB02_06.zvi.tif	011	Tumor	6	06	0.015500976	50	0	1
CTN011_Day6_07.tif	CTN011_Day6-001_AB02_07.zvi.tif	011	Tumor	6	07	0.073071502	21	0	2
CTN011_Day6_08.tif	CTN011_Day6-001_AB02_08.zvi.tif	011	Tumor	6	08	0.046050822	34.66666667	0	2
CTN011_Day6_09.tif	CTN011_Day6-001_AB02_09.zvi.tif	011	Tumor	6	09	0.018154348	59.66666667	1	3
CTN011_Day6_10.tif	CTN011_Day6-001_AB02_10.zvi.tif	011	Tumor	6	10	0.033946363	49.33333333	0	3
CTN011_Day6_11.tif	CTN011_Day6-001_AB02_11.zvi.tif	011	Tumor	6	11	0.005757286	36.66666667	0	3
CTN011_Day6_12.tif	CTN011_Day6-001_AB02_12.zvi.tif	011	Tumor	6	12	0.221440822	74.33333333	3	3
CTN011_Day6_13.tif	CTN011_Day6-001_AB02_13.zvi.tif	011	Tumor	6	13	0.035671049	81.66666667	2	3
CTN011_Day6_14.tif	CTN011_Day6-001_AB02_14.zvi.tif	011	Tumor	6	14	0.043790794	49	2	1
CTN011_Day6_15.tif	CTN011_Day6-001_AB02_15.zvi.tif	011	Tumor	6	15	0.002204259	56.33333333	2	3
CTN011_Day6_16.tif	CTN011_Day6-001_AB02_16.zvi.tif	011	Tumor	6	16	0.148453316	28	2	0
CTN011_Day6_17.tif	CTN011_Day6-001_AB02_17.zvi.tif	011	Tumor	6	17	0.056256335	27.66666667	1	2
CTN011_Day6_18.tif	CTN011_Day6-001_AB02_18.zvi.tif	011	Tumor	6	18	0.059555621	48.66666667	2	2
CTN011_Day6_19.tif	CTN011_Day6-001_AB02_19.zvi.tif	011	Tumor	6	19	0.003278904	38.66666667	0	1
CTN011_Day6_20.tif	CTN011_Day6-001_AB02_20.zvi.tif	011	Tumor	6	20	0.002564308	48.66666667	1	1
CTN011_Day6_21.tif	CTN011_Day6-001_AB02_21.zvi.tif	011	Tumor	6	21	0.005243599	40.33333333	0	2
CTN011_Day6_22.tif	CTN011_Day6-001_AB02_22.zvi.tif	011	Tumor	6	22	0.034409428	53	0	1
